Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
RIO GRANDE DO SUL;SUL;PALMARES DO SUL_RS;PALMEIRA DAS MISSOES;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;SALTO DO CEU_MT;CACERES;SIM;NAO;SIM
BAHIA;NORDESTE;ICHU_BA;FEIRA DE SANTANA;SIM;NAO;SIM
BAHIA;NORDESTE;MARAGOGIPE_BA;FEIRA DE SANTANA;SIM;NAO;SIM
RIO GRANDE DO SUL;SUL;TABAI_RS;SANTA ROSA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;ARAGUAINHA_MT;RONDONOPOLIS;SIM;NAO;SIM
BAHIA;NORDESTE;TANQUINHO_BA;FEIRA DE SANTANA;SIM;NAO;SIM
RONDONIA;NORTE;CHUPINGUAIA_RO;VILHENA;SIM;NAO;SIM
RIO GRANDE DO SUL;SUL;MINAS DO LEAO_RS;NOVO HAMBURGO;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;SENTINELA DO SUL_RS;SANTA ROSA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;PINHEIRO MACHADO_RS;PASSO FUNDO;SIM;SIM;SIM
RONDONIA;NORTE;NOVO HORIZONTE DO OESTE_RO;JI-PARANA;SIM;NAO;SIM
RIO GRANDE DO SUL;SUL;MOSTARDAS_RS;PALMEIRA DAS MISSOES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;CAPAO DO LEAO_RS;CARAZINHO;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;PORTO ESTRELA_MT;CACERES;SIM;NAO;SIM
BAHIA;NORDESTE;UBATA_BA;ITABUNA;SIM;NAO;SIM
RIO GRANDE DO SUL;SUL;ARROIO DOS RATOS_RS;BENTO GONCALVES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;HERVAL_RS;PELOTASPELOTAS;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;FIGUEIROPOLIS D'OESTE_MT;CACERES;SIM;NAO;SIM
RONDONIA;NORTE;CASTANHEIRAS_RO;JI-PARANA;SIM;NAO;SIM
BAHIA;NORDESTE;NAZARE_BA;SALVADOR;SIM;NAO;SIM
MATO GROSSO;CENTRO-OESTE;SAO JOSE DO POVO_MT;RONDONOPOLIS;SIM;NAO;SIM
RONDONIA;NORTE;CABIXI_RO;VILHENA;SIM;NAO;SIM
MATO GROSSO;CENTRO-OESTE;DOM AQUINO_MT;RONDONOPOLIS;SIM;NAO;SIM
MATO GROSSO;CENTRO-OESTE;PARANATINGA_MT;MATO GROSSO;SIM;NAO;SIM
BAHIA;NORDESTE;ITABUNA_BA;ITABUNA;SIM;NAO;SIM
RONDONIA;NORTE;CORUMBIARA_RO;VILHENA;SIM;NAO;SIM
RORAIMA;NORTE;UIRAMUTA_RR;BOA VISTA;SIM;SIM;SIM
RONDONIA;NORTE;CEREJEIRAS_RO;VILHENA;SIM;NAO;SIM
MATO GROSSO;CENTRO-OESTE;JAURU_MT;CACERES;SIM;NAO;SIM
ACRE;NORTE;SANTA ROSA DO PURUS_AC;RIO BRANCO;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;GUIRATINGA_MT;RONDONOPOLIS;SIM;NAO;SIM
RONDONIA;NORTE;VILHENA_RO;VILHENA;SIM;NAO;SIM
BAHIA;NORDESTE;CAMACARI_BA;SALVADOR;SIM;NAO;SIM
AMAPA;NORTE;CUTIAS_AP;MACAPA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;ALTO ARAGUAIA_MT;RONDONOPOLIS;SIM;NAO;SIM
RONDONIA;NORTE;PIMENTA BUENO_RO;VILHENA;SIM;NAO;SIM
PARAIBA;NORDESTE;MARIZOPOLIS_PB;SOUSA;SIM;SIM;SIM
PIAUI;NORDESTE;REDENCAO DO GURGUEIA_PI;CORRENTE;SIM;SIM;SIM
PARA;NORTE;ANAJAS_PA;PARA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;ITIQUIRA_MT;RONDONOPOLIS;SIM;NAO;SIM
PARAIBA;NORDESTE;CAJAZEIRINHAS_PB;SOUSA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;RONDONOPOLIS_MT;RONDONOPOLIS;SIM;NAO;SIM
MATO GROSSO;CENTRO-OESTE;ALTO TAQUARI_MT;RONDONOPOLIS;SIM;NAO;SIM
ALAGOAS;NORDESTE;CAMPO GRANDE_AL;ARAPIRACA;SIM;SIM;SIM
PARA;NORTE;BREVES_PA;PARA;SIM;SIM;SIM
PARA;NORTE;AFUA_PA;PARA;SIM;SIM;SIM
ALAGOAS;NORDESTE;JAPARATINGA_AL;MACEIO;SIM;SIM;SIM
MARANHAO;NORDESTE;FERNANDO FALCAO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;PORTEL_PA;PARA;SIM;SIM;SIM
PARA;NORTE;GURUPA_PA;SANTAREM;SIM;SIM;SIM
AMAZONAS;NORTE;GUAJARA_AM;MANAUS;SIM;SIM;SIM
ALAGOAS;NORDESTE;CAMPESTRE_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
PARA;NORTE;CHAVES_PA;PARA;SIM;SIM;SIM
AMAZONAS;NORTE;ITAMARATI_AM;MANAUS;SIM;SIM;SIM
AMAPA;NORTE;PRACUUBA_AP;MACAPA;SIM;SIM;SIM
AMAZONAS;NORTE;ENVIRA_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;MORRO CABECA NO TEMPO_PI;CORRENTE;SIM;SIM;SIM
PARAIBA;NORDESTE;CAPIM_PB;JOAO PESSOA;SIM;SIM;SIM
PARA;NORTE;SAO JOAO DO ARAGUAIA_PA;MARABA;SIM;SIM;SIM
PARAIBA;NORDESTE;PILOES_PB;GUARABIRA;SIM;SIM;SIM
ACRE;NORTE;ASSIS BRASIL_AC;RIO BRANCO;SIM;SIM;SIM
ALAGOAS;NORDESTE;OLHO D'AGUA DO CASADO_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
AMAZONAS;NORTE;ATALAIA DO NORTE_AM;TABATINGA;SIM;SIM;SIM
RORAIMA;NORTE;PACARAIMA_RR;BOA VISTA;SIM;SIM;SIM
PARA;NORTE;ABEL FIGUEIREDO_PA;MARABA;SIM;SIM;SIM
PARA;NORTE;OEIRAS DO PARA_PA;PARA;SIM;SIM;SIM
PARA;NORTE;CURRALINHO_PA;PARA;SIM;SIM;SIM
BAHIA;NORDESTE;IPECAETA_BA;FEIRA DE SANTANA;SIM;SIM;SIM
RORAIMA;NORTE;MUCAJAI_RR;BOA VISTA;SIM;SIM;SIM
PIAUI;NORDESTE;FARTURA DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
ALAGOAS;NORDESTE;PALESTINA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PARA;NORTE;MELGACO_PA;PARA;SIM;SIM;SIM
PIAUI;NORDESTE;CANAVIEIRA_PI;FLORIANO;SIM;SIM;SIM
RORAIMA;NORTE;NORMANDIA_RR;BOA VISTA;SIM;SIM;SIM
PARA;NORTE;SENADOR JOSE PORFIRIO_PA;ALTAMIRA;SIM;SIM;SIM
ALAGOAS;NORDESTE;CAJUEIRO_AL;MACEIO;SIM;SIM;SIM
RORAIMA;NORTE;BONFIM_RR;BOA VISTA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;NOVA BELEM_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MARANHAO;NORDESTE;BELAGUA_MA;SAO LUIS;SIM;SIM;SIM
AMAZONAS;NORTE;BARREIRINHA_AM;MANAUS;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO JOAO DO CARIRI_PB;MONTEIRO;SIM;SIM;SIM
PIAUI;NORDESTE;CORONEL JOSE DIAS_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PARA;NORTE;FARO_PA;SANTAREM;SIM;SIM;SIM
PIAUI;NORDESTE;PAVUSSU_PI;FLORIANO;SIM;SIM;SIM
PARA;NORTE;SAO SEBASTIAO DA BOA VISTA_PA;PARA;SIM;SIM;SIM
AMAZONAS;NORTE;AUTAZES_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;PASSAGEM FRANCA DO PIAUI_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;OURO VELHO_PB;MONTEIRO;SIM;SIM;SIM
PIAUI;NORDESTE;SAO JOAO DA VARJOTA_PI;FLORIANO;SIM;SIM;SIM
MARANHAO;NORDESTE;ANAPURUS_MA;SAO LUIS;SIM;SIM;SIM
ALAGOAS;NORDESTE;MARAVILHA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PIAUI;NORDESTE;MARCOLANDIA_PI;PICOS;SIM;SIM;SIM
RORAIMA;NORTE;SAO LUIZ_RR;BOA VISTA;SIM;SIM;SIM
PIAUI;NORDESTE;RIACHO FRIO_PI;CORRENTE;SIM;SIM;SIM
PARA;NORTE;PRAINHA_PA;SANTAREM;SIM;SIM;SIM
PARA;NORTE;PONTA DE PEDRAS_PA;PARA;SIM;SIM;SIM
ALAGOAS;NORDESTE;MONTEIROPOLIS_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PARA;NORTE;NOVA ESPERANCA DO PIRIA_PA;PARAGOMINAS;SIM;SIM;SIM
MARANHAO;NORDESTE;PRESIDENTE SARNEY_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;SENADOR ALEXANDRE COSTA_MA;CAXIAS;SIM;SIM;SIM
ALAGOAS;NORDESTE;OLHO D'AGUA GRANDE_AL;ARAPIRACA;SIM;SIM;SIM
AMAZONAS;NORTE;SAO GABRIEL DA CACHOEIRA_AM;MANAUS;SIM;SIM;SIM
PARA;NORTE;BAGRE_PA;PARA;SIM;SIM;SIM
MARANHAO;NORDESTE;DUQUE BACELAR_MA;CAXIAS;SIM;SIM;SIM
PARAIBA;NORDESTE;MATARACA_PB;JOAO PESSOA;SIM;SIM;SIM
ALAGOAS;NORDESTE;SENADOR RUI PALMEIRA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
MARANHAO;NORDESTE;BENEDITO LEITE_MA;BALSAS;SIM;SIM;SIM
MARANHAO;NORDESTE;AFONSO CUNHA_MA;CAXIAS;SIM;SIM;SIM
TOCANTINS;NORTE;BOM JESUS DO TOCANTINS_TO;PALMAS;SIM;SIM;SIM
AMAZONAS;NORTE;EIRUNEPE_AM;MANAUS;SIM;SIM;SIM
AMAZONAS;NORTE;JUTAI_AM;TABATINGA;SIM;SIM;SIM
PIAUI;NORDESTE;RIBEIRA DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
ACRE;NORTE;MANOEL URBANO_AC;RIO BRANCO;SIM;SIM;SIM
MARANHAO;NORDESTE;TUFILANDIA_MA;SAO LUIS;SIM;SIM;SIM
AMAZONAS;NORTE;SANTO ANTONIO DO ICA_AM;TABATINGA;SIM;SIM;SIM
PARAIBA;NORDESTE;CACIMBAS_PB;PATOS;SIM;SIM;SIM
PIAUI;NORDESTE;PAQUETA_PI;PICOS;SIM;SIM;SIM
MARANHAO;NORDESTE;NINA RODRIGUES_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;DEMERVAL LOBAO_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;MORROS_MA;SAO LUIS;SIM;SIM;SIM
AMAZONAS;NORTE;BERURI_AM;MANAUS;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO ROBERTO_MA;BACABAL;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;MONTE DAS GAMELEIRAS_RN;NATAL;SIM;SIM;SIM
AMAZONAS;NORTE;BENJAMIN CONSTANT_AM;TABATINGA;SIM;SIM;SIM
PIAUI;NORDESTE;PORTO ALEGRE DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
MARANHAO;NORDESTE;PARAIBANO_MA;BALSAS;SIM;SIM;SIM
ALAGOAS;NORDESTE;COLONIA LEOPOLDINA_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
ALAGOAS;NORDESTE;CANAPI_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
MARANHAO;NORDESTE;SERRANO DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
ALAGOAS;NORDESTE;PIACABUCU_AL;MACEIO;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;JAPI_RN;NATAL;SIM;SIM;SIM
AMAZONAS;NORTE;PAUINI_AM;MANAUS;SIM;SIM;SIM
PARA;NORTE;PLACAS_PA;SANTAREM;SIM;SIM;SIM
PARAIBA;NORDESTE;BOQUEIRAO_PB;CAMPINA GRANDE;SIM;SIM;SIM
PIAUI;NORDESTE;CRISTINO CASTRO_PI;CORRENTE;SIM;SIM;SIM
PARA;NORTE;ANAPU_PA;ALTAMIRA;SIM;SIM;SIM
AMAPA;NORTE;CALCOENE_AP;OIAPOQUE;SIM;SIM;SIM
RORAIMA;NORTE;CANTA_RR;BOA VISTA;SIM;SIM;SIM
ACRE;NORTE;SENA MADUREIRA_AC;RIO BRANCO;SIM;SIM;SIM
MARANHAO;NORDESTE;CAJARI_MA;SAO LUIS;SIM;SIM;SIM
ALAGOAS;NORDESTE;INHAPI_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PIAUI;NORDESTE;BONFIM DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;CASINHAS_PE;CARUARU;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO JOAO BATISTA_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;CURRAL DE CIMA_PB;JOAO PESSOA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO RAIMUNDO DO DOCA BEZERRA_MA;BACABAL;SIM;SIM;SIM
PIAUI;NORDESTE;GUARIBAS_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
AMAZONAS;NORTE;SANTA ISABEL DO RIO NEGRO_AM;MANAUS;SIM;SIM;SIM
AMAZONAS;NORTE;SAO PAULO DE OLIVENCA_AM;TABATINGA;SIM;SIM;SIM
MARANHAO;NORDESTE;MARAJA DO SENA_MA;SAO LUIS;SIM;SIM;SIM
ACRE;NORTE;PORTO ACRE_AC;RIO BRANCO;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO BENEDITO DO RIO PRETO_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO JOSE DE CAIANA_PB;SOUSA;SIM;SIM;SIM
MARANHAO;NORDESTE;PEDRO DO ROSARIO_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;HUMBERTO DE CAMPOS_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;SOCORRO DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PARAIBA;NORDESTE;SERRA GRANDE_PB;SOUSA;SIM;SIM;SIM
AMAZONAS;NORTE;ANAMA_AM;MANAUS;SIM;SIM;SIM
MARANHAO;NORDESTE;NOVA OLINDA DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
AMAZONAS;NORTE;MAUES_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;VARZEA BRANCA_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
MARANHAO;NORDESTE;ARAME_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;SAO BRAZ DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PARA;NORTE;CONCORDIA DO PARA_PA;PARA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO FELIX DE BALSAS_MA;BALSAS;SIM;SIM;SIM
BAHIA;NORDESTE;APUAREMA_BA;JEQUIE;SIM;SIM;SIM
PIAUI;NORDESTE;NOVA SANTA RITA_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PARA;NORTE;SOURE_PA;PARA;SIM;SIM;SIM
PIAUI;NORDESTE;SANTA CRUZ DO PIAUI_PI;TERESINA;SIM;SIM;SIM
PIAUI;NORDESTE;NAZARIA_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;CACHOEIRA GRANDE_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;CENTRAL DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;PAES LANDIM_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;MARILAC_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;OLHOS-D'AGUA_MG;MONTES CLAROS;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO JOAO DO SOTER_MA;CAXIAS;SIM;SIM;SIM
PARA;NORTE;PACAJA_PA;TUCURUI;SIM;SIM;SIM
PIAUI;NORDESTE;MATIAS OLIMPIO_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;MARCACAO_PB;JOAO PESSOA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;JOSENOPOLIS_MG;MONTES CLAROS;SIM;SIM;SIM
MARANHAO;NORDESTE;JENIPAPO DOS VIEIRAS_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;SANTA QUITERIA DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;SANTA CRUZ DO ARARI_PA;PARA;SIM;SIM;SIM
PIAUI;NORDESTE;MARCOS PARENTE_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;SEBASTIAO LEAL_PI;FLORIANO;SIM;SIM;SIM
AMAPA;NORTE;PORTO GRANDE_AP;MACAPA;SIM;SIM;SIM
PARA;NORTE;MOCAJUBA_PA;PARA;SIM;SIM;SIM
MARANHAO;NORDESTE;ITAIPAVA DO GRAJAU_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;SAO PEDRO DO PIAUI_PI;TERESINA;SIM;SIM;SIM
BAHIA;NORDESTE;WENCESLAU GUIMARAES_BA;ITABUNA;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;TIBAU_RN;MOSSORO;SIM;SIM;SIM
AMAPA;NORTE;VITORIA DO JARI_AP;LARANJAL DO JARI;SIM;SIM;SIM
ALAGOAS;NORDESTE;ROTEIRO_AL;MACEIO;SIM;SIM;SIM
TOCANTINS;NORTE;RECURSOLANDIA_TO;PALMAS;SIM;SIM;SIM
MARANHAO;NORDESTE;PAULINO NEVES_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;PALMEIRA DO PIAUI_PI;CORRENTE;SIM;SIM;SIM
MARANHAO;NORDESTE;PRESIDENTE MEDICI_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;SANTA INES_PB;SOUSA;SIM;SIM;SIM
MARANHAO;NORDESTE;MONCAO_MA;SAO LUIS;SIM;SIM;SIM
AMAZONAS;NORTE;NOVA OLINDA DO NORTE_AM;MANAUS;SIM;SIM;SIM
ALAGOAS;NORDESTE;BELO MONTE_AL;ARAPIRACA;SIM;SIM;SIM
PIAUI;NORDESTE;COLONIA DO GURGUEIA_PI;FLORIANO;SIM;SIM;SIM
AMAZONAS;NORTE;BOCA DO ACRE_AM;MANAUS;SIM;SIM;SIM
PARA;NORTE;URUARA_PA;SANTAREM;SIM;SIM;SIM
PIAUI;NORDESTE;ISAIAS COELHO_PI;FLORIANO;SIM;SIM;SIM
PARA;NORTE;TRACUATEUA_PA;CASTANHAL;SIM;SIM;SIM
MARANHAO;NORDESTE;LAGO VERDE_MA;BACABAL;SIM;SIM;SIM
MARANHAO;NORDESTE;CONCEICAO DO LAGO-ACU_MA;BACABAL;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO PEDRO DA AGUA BRANCA_MA;IMPERATRIZ;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ALVARENGA_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MARANHAO;NORDESTE;PRESIDENTE VARGAS_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;BOA VISTA DO GURUPI_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;LAGOA ALEGRE_PI;TERESINA;SIM;SIM;SIM
PIAUI;NORDESTE;DIRCEU ARCOVERDE_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
AMAZONAS;NORTE;CAREIRO DA VARZEA_AM;MANAUS;SIM;SIM;SIM
MARANHAO;NORDESTE;SANTO AMARO DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;SOSSEGO_PB;CAMPINA GRANDE;SIM;SIM;SIM
BAHIA;NORDESTE;BIRITINGA_BA;FEIRA DE SANTANA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO JOSE DOS BASILIOS_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;DESTERRO_PB;PATOS;SIM;SIM;SIM
TOCANTINS;NORTE;TOCANTINIA_TO;PALMAS;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;VERTENTE DO LERIO_PE;CARUARU;SIM;SIM;SIM
PIAUI;NORDESTE;CURRAIS_PI;CORRENTE;SIM;SIM;SIM
PARA;NORTE;ALENQUER_PA;SANTAREM;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;LAGOA DOS PATOS_MG;MONTES CLAROS;SIM;SIM;SIM
PARAIBA;NORDESTE;TAVARES_PB;MONTEIRO;SIM;SIM;SIM
PIAUI;NORDESTE;NAZARE DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
ALAGOAS;NORDESTE;JOAQUIM GOMES_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
PIAUI;NORDESTE;JUREMA_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PIAUI;NORDESTE;BOM PRINCIPIO DO PIAUI_PI;PARNAIBA;SIM;SIM;SIM
ALAGOAS;NORDESTE;IGACI_AL;ARAPIRACA;SIM;SIM;SIM
PARA;NORTE;VISEU_PA;CASTANHAL;SIM;SIM;SIM
AMAPA;NORTE;AMAPA_AP;NAO POSSUI;SIM;SIM;SIM
AMAZONAS;NORTE;MANAQUIRI_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;CURRAL NOVO DO PIAUI_PI;PICOS;SIM;SIM;SIM
PARA;NORTE;CACHOEIRA DO ARARI_PA;PARA;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;VILA FLOR_RN;NATAL;SIM;SIM;SIM
PARA;NORTE;BUJARU_PA;PARA;SIM;SIM;SIM
PARA;NORTE;SAO DOMINGOS DO CAPIM_PA;CASTANHAL;SIM;SIM;SIM
PIAUI;NORDESTE;BOA HORA_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;FORTALEZA DOS NOGUEIRAS_MA;BALSAS;SIM;SIM;SIM
PIAUI;NORDESTE;MONSENHOR HIPOLITO_PI;PICOS;SIM;SIM;SIM
PARAIBA;NORDESTE;BAIA DA TRAICAO_PB;JOAO PESSOA;SIM;SIM;SIM
PIAUI;NORDESTE;SANTA LUZ_PI;CORRENTE;SIM;SIM;SIM
ALAGOAS;NORDESTE;OURO BRANCO_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PIAUI;NORDESTE;TAMBORIL DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PIAUI;NORDESTE;CARACOL_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
MARANHAO;NORDESTE;GRACA ARANHA_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;PERITORO_MA;BACABAL;SIM;SIM;SIM
AMAZONAS;NORTE;LABREA_AM;MANAUS;SIM;SIM;SIM
PARAIBA;NORDESTE;GADO BRAVO_PB;CAMPINA GRANDE;SIM;SIM;SIM
ALAGOAS;NORDESTE;JARAMATAIA_AL;ARAPIRACA;SIM;SIM;SIM
PARA;NORTE;MEDICILANDIA_PA;ALTAMIRA;SIM;SIM;SIM
PARA;NORTE;PORTO DE MOZ_PA;ALTAMIRA;SIM;SIM;SIM
PARAIBA;NORDESTE;RIACHO DE SANTO ANTONIO_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARA;NORTE;AUGUSTO CORREA_PA;CASTANHAL;SIM;SIM;SIM
MARANHAO;NORDESTE;PRESIDENTE JUSCELINO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;IPIXUNA DO PARA_PA;PARAGOMINAS;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;ACORIZAL_MT;MATO GROSSO;SIM;SIM;SIM
AMAZONAS;NORTE;IRANDUBA_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;AGUA BRANCA_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;CACIMBA DE AREIA_PB;PATOS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;UBAI_MG;MONTES CLAROS;SIM;SIM;SIM
PIAUI;NORDESTE;NOVO SANTO ANTONIO_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;TAPEROA_PB;MONTEIRO;SIM;SIM;SIM
PARAIBA;NORDESTE;CARRAPATEIRA_PB;SOUSA;SIM;SIM;SIM
PIAUI;NORDESTE;BARREIRAS DO PIAUI_PI;CORRENTE;SIM;SIM;SIM
TOCANTINS;NORTE;CASEARA_TO;PALMAS;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ARACU_GO;GOIANIA;SIM;SIM;SIM
ALAGOAS;NORDESTE;FLEXEIRAS_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
ALAGOAS;NORDESTE;OLHO D'AGUA DAS FLORES_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
MARANHAO;NORDESTE;JATOBA_MA;BALSAS;SIM;SIM;SIM
PIAUI;NORDESTE;SAO FRANCISCO DE ASSIS DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PIAUI;NORDESTE;CAPITAO GERVASIO OLIVEIRA_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PIAUI;NORDESTE;JERUMENHA_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;JULIO BORGES_PI;CORRENTE;SIM;SIM;SIM
BAHIA;NORDESTE;PILAO ARCADO_BA;JUAZEIRO;SIM;SIM;SIM
RORAIMA;NORTE;CAROEBE_RR;BOA VISTA;SIM;SIM;SIM
MARANHAO;NORDESTE;LAGOA GRANDE DO MARANHAO_MA;BACABAL;SIM;SIM;SIM
PIAUI;NORDESTE;GEMINIANO_PI;PICOS;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO JOAO DO TIGRE_PB;CAMPINA GRANDE;SIM;SIM;SIM
MARANHAO;NORDESTE;URBANO SANTOS_MA;SAO LUIS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO JOSE DO DIVINO_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
PIAUI;NORDESTE;BETANIA DO PIAUI_PI;PICOS;SIM;SIM;SIM
PARAIBA;NORDESTE;LASTRO_PB;SOUSA;SIM;SIM;SIM
PIAUI;NORDESTE;SEBASTIAO BARROS_PI;CORRENTE;SIM;SIM;SIM
PARA;NORTE;CURUA_PA;SANTAREM;SIM;SIM;SIM
PARAIBA;NORDESTE;SOBRADO_PB;JOAO PESSOA;SIM;SIM;SIM
PIAUI;NORDESTE;FLORESTA DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;CALDEIRAO GRANDE DO PIAUI_PI;PICOS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ENGENHEIRO NAVARRO_MG;MONTES CLAROS;SIM;SIM;SIM
