cod. ibge;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH
1714302;Nazaré;1.284;3.361;74,30%;0,271;0,347;0,081;0,043;0,627;0,354;0,176
2609501;Nazaré da Mata;8.908;19.879;64,90%;0,258;0,307;0,057;0,043;0,643;0,387;0,113
2206704;Nazaré do Piauí;2.822;5.849;87,80%;0,327;0,271;0,067;0,048;0,669;0,488;0,42
3532405;Nazaré Paulista;3.193;7.731;42,40%;0,288;0,399;0,083;0,065;0,624;0,388;0,166
3144508;Nazareno;1.695;4.211;51,50%;0,25;0,36;0,065;0,012;0,617;0,358;0,086
2510006;Nazarezinho;2.401;5.904;82,00%;0,316;0,268;0,072;0,05;0,753;0,47;0,28
2206720;Nazária;3.558;8.549;83,30%;0,336;0,336;0,076;0,099;0,657;0,429;0,416
5214408;Nazário;1.831;4.345;53,10%;0,283;0,418;0,091;0,045;0,625;0,325;0,193
2804409;Neópolis;5.428;11.972;72,90%;0,29;0,322;0,079;0,052;0,674;0,428;0,183
3144607;Nepomuceno;4.720;12.014;48,00%;0,268;0,387;0,087;0,055;0,641;0,347;0,09
5214507;Nerópolis;6.679;16.807;52,60%;0,267;0,397;0,11;0,048;0,591;0,293;0,163
3532504;Neves Paulista;1.514;3.147;32,40%;0,279;0,367;0,062;0,081;0,631;0,421;0,113
1303007;Nhamundá;6.491;17.445;86,60%;0,309;0,333;0,089;0,062;0,597;0,491;0,285
3532603;Nhandeara;1.685;3.545;36,00%;0,275;0,379;0,082;0,052;0,629;0,393;0,116
4312674;Nicolau Vergueiro;218;519;26,90%;0,283;0,353;0,074;0,031;0,667;0,333;0,239
2922607;Nilo Peçanha;4.000;9.362;77,60%;0,317;0,305;0,067;0,051;0,696;0,46;0,325
3303203;Nilópolis;23.863;49.641;33,80%;0,346;0,355;0,071;0,045;0,562;0,415;0,625
2107209;Nina Rodrigues;3.767;9.844;69,40%;0,388;0,337;0,072;0,115;0,69;0,488;0,629
3144656;Ninheira;3.203;7.334;69,30%;0,333;0,275;0,066;0,068;0,712;0,438;0,443
5005806;Nioaque;4.255;9.851;74,50%;0,289;0,361;0,095;0,101;0,646;0,351;0,18
3532702;Nipoã;1.082;2.532;53,30%;0,274;0,385;0,086;0,046;0,647;0,397;0,08
5214606;Niquelândia;9.367;21.335;61,00%;0,248;0,381;0,102;0,025;0,597;0,232;0,153
2408201;Nísia Floresta;8.672;21.814;68,30%;0,279;0,341;0,064;0,081;0,649;0,389;0,149
3303302;Niterói;82.464;161.026;33,40%;0,289;0,317;0,062;0,042;0,631;0,515;0,167
5105903;Nobres;4.350;10.153;65,50%;0,296;0,4;0,099;0,067;0,612;0,409;0,192
4312708;Nonoai;3.762;7.589;55,30%;0,28;0,365;0,1;0,036;0,631;0,398;0,152
2922656;Nordestina;4.523;10.138;54,70%;0,313;0,261;0,052;0,07;0,73;0,457;0,307
1400407;Normandia;3.858;14.046;100,40%;0,356;0,491;0,123;0,054;0,638;0,454;0,375
5106000;Nortelândia;1.513;3.232;54,30%;0,284;0,421;0,083;0,027;0,605;0,374;0,193
2804458;Nossa Senhora Aparecida;2.616;6.351;68,80%;0,267;0,267;0,055;0,061;0,69;0,401;0,127
2804508;Nossa Senhora da Glória;11.801;27.431;66,60%;0,276;0,32;0,074;0,038;0,671;0,414;0,14
2804607;Nossa Senhora das Dores;8.447;17.175;68,70%;0,287;0,276;0,057;0,061;0,726;0,467;0,137
4116406;Nossa Senhora das Graças;540;1.394;38,00%;0,239;0,4;0,076;0,041;0,601;0,185;0,132
2804706;Nossa Senhora de Lourdes;2.231;5.370;85,70%;0,266;0,283;0,081;0,029;0,677;0,397;0,126
2206753;Nossa Senhora de Nazaré;1.605;3.892;74,40%;0,333;0,284;0,048;0,11;0,685;0,418;0,451
5106109;Nossa Senhora do Livramento;3.661;8.393;64,90%;0,329;0,369;0,08;0,045;0,667;0,376;0,439
2804805;Nossa Senhora do Socorro;59.411;129.136;67,10%;0,27;0,349;0,096;0,048;0,612;0,399;0,117
2206803;Nossa Senhora dos Remédios;3.708;7.846;92,00%;0,299;0,258;0,044;0,042;0,647;0,514;0,289
3532801;Nova Aliança;950;2.266;33,90%;0,254;0,412;0,062;0,031;0,606;0,327;0,086
4116505;Nova Aliança do Ivaí;207;560;42,30%;-;-;-;-;-;-;-
4312757;Nova Alvorada;173;434;13,70%;-;-;-;-;-;-;-
5006002;Nova Alvorada do Sul;4.997;11.579;53,10%;0,272;0,408;0,092;0,058;0,62;0,293;0,16
5214705;Nova América;1.234;2.586;110,70%;0,267;0,32;0,065;0,023;0,63;0,443;0,121
4116604;Nova América da Colina;938;2.256;68,80%;0,325;0,306;0,054;0,056;0,627;0,356;0,55
5006200;Nova Andradina;11.885;26.570;54,70%;0,281;0,377;0,076;0,054;0,613;0,376;0,191
4312807;Nova Araçá;291;771;15,60%;0,263;0,507;0,106;0,062;0,521;0,25;0,131
4116703;Nova Aurora;1.821;4.113;29,90%;0,265;0,386;0,077;0,051;0,621;0,336;0,12
5214804;Nova Aurora;660;1.327;63,20%;0,249;0,326;0,051;0,059;0,595;0,346;0,114
5106158;Nova Bandeirantes;3.032;8.026;58,90%;0,274;0,421;0,117;0,046;0,613;0,219;0,227
4312906;Nova Bassano;497;1.492;15,50%;0,259;0,481;0,157;0,051;0,544;0,187;0,133
3144672;Nova Belém;1.096;2.782;88,30%;0,37;0,332;0,08;0,05;0,656;0,336;0,768
4312955;Nova Boa Vista;128;300;14,70%;-;-;-;-;-;-;-
5106208;Nova Brasilândia;1.630;3.459;88,00%;0,277;0,372;0,096;0,042;0,657;0,342;0,151
1100148;Nova Brasilândia D'Oeste;3.565;8.981;57,30%;0,28;0,378;0,098;0,04;0,648;0,264;0,251
4313003;Nova Bréscia;417;1.026;33,70%;-;-;-;-;-;-;-
3532827;Nova Campina;2.205;5.684;66,90%;0,268;0,384;0,091;0,035;0,657;0,365;0,077
2922706;Nova Canaã;5.392;10.357;75,50%;0,294;0,259;0,037;0,074;0,764;0,449;0,177
5106216;Nova Canaã do Norte;1.936;5.034;43,00%;0,257;0,434;0,125;0,041;0,61;0,152;0,184
3532843;Nova Canaã Paulista;429;989;48,70%;0,225;0,324;0,063;0,031;0,581;0,285;0,066
4313011;Nova Candelária;315;836;27,30%;-;-;-;-;-;-;-
4116802;Nova Cantu;1.697;4.038;59,50%;0,27;0,372;0,079;0,034;0,649;0,344;0,143
3532868;Nova Castilho;178;457;43,00%;-;-;-;-;-;-;-
2107258;Nova Colinas;1.544;4.096;81,60%;0,306;0,349;0,101;0,074;0,655;0,411;0,244
5214838;Nova Crixás;3.034;6.904;53,90%;0,286;0,386;0,121;0,062;0,627;0,361;0,158
2408300;Nova Cruz;10.104;24.287;70,90%;0,283;0,291;0,056;0,036;0,706;0,442;0,164
3144706;Nova Era;2.993;7.266;41,70%;0,26;0,376;0,08;0,069;0,606;0,333;0,095
4211405;Nova Erechim;549;1.459;28,30%;0,289;0,442;0,105;0,049;0,644;0,321;0,172
4116901;Nova Esperança;4.783;10.944;41,20%;0,263;0,383;0,074;0,067;0,627;0,33;0,095
1504950;Nova Esperança do Piriá;7.432;17.842;87,10%;0,363;0,31;0,08;0,074;0,759;0,511;0,443
4116950;Nova Esperança do Sudoeste;828;2.162;38,60%;0,272;0,398;0,11;0,029;0,638;0,273;0,186
4313037;Nova Esperança do Sul;967;2.093;43,00%;0,253;0,35;0,046;0,027;0,621;0,339;0,134
3532900;Nova Europa;1.451;3.624;38,90%;0,242;0,408;0,078;0,067;0,552;0,262;0,087
2922730;Nova Fátima;3.175;6.461;81,10%;0,268;0,279;0,054;0,059;0,693;0,449;0,072
4117008;Nova Fátima;1.937;4.576;63,30%;0,246;0,332;0,06;0,044;0,625;0,275;0,143
2510105;Nova Floresta;3.009;7.377;75,90%;0,294;0,297;0,063;0,051;0,691;0,444;0,22
3303401;Nova Friburgo;25.491;54.764;28,80%;0,289;0,375;0,07;0,061;0,662;0,445;0,124
5214861;Nova Glória;2.031;4.574;55,00%;0,256;0,346;0,068;0,026;0,606;0,399;0,089
3533007;Nova Granada;2.731;6.746;34,70%;0,256;0,421;0,08;0,038;0,597;0,307;0,096
5108808;Nova Guarita;793;2.131;46,40%;0,271;0,415;0,114;0,012;0,661;0,251;0,173
3533106;Nova Guataporanga;474;1.057;49,00%;0,261;0,328;0,049;0,037;0,641;0,439;0,071
4313060;Nova Hartz;2.408;5.684;28,30%;0,3;0,423;0,086;0,039;0,642;0,316;0,294
2922755;Nova Ibiá;2.093;4.720;72,60%;0,284;0,274;0,059;0,078;0,717;0,423;0,152
3303500;Nova Iguaçu;235.183;457.687;58,20%;0,294;0,309;0,082;0,036;0,645;0,519;0,17
5214879;Nova Iguaçu de Goiás;632;1.397;46,40%;0,284;0,396;0,099;0,062;0,615;0,414;0,119
3533205;Nova Independência;893;2.151;46,70%;0,253;0,374;0,066;0,056;0,613;0,342;0,066
2107308;Nova Iorque;1.610;3.441;79,70%;0,311;0,274;0,052;0,078;0,673;0,477;0,314
1504976;Nova Ipixuna;3.560;9.063;64,90%;0,318;0,364;0,095;0,068;0,709;0,443;0,231
4211454;Nova Itaberaba;403;1.111;24,50%;0,287;0,394;0,107;0,086;0,645;0,249;0,239
2922805;Nova Itarana;3.195;6.647;85,40%;0,283;0,296;0,054;0,027;0,701;0,482;0,138
5106182;Nova Lacerda;1.767;4.265;63,90%;0,312;0,407;0,13;0,067;0,66;0,422;0,189
4117057;Nova Laranjeiras;3.460;7.833;64,90%;0,315;0,321;0,106;0,042;0,637;0,403;0,379
3144805;Nova Lima;11.750;28.864;25,80%;0,255;0,395;0,073;0,048;0,587;0,323;0,106
4117107;Nova Londrina;2.630;6.023;46,60%;0,262;0,395;0,068;0,019;0,603;0,384;0,101
3533304;Nova Luzitânia;812;1.746;61,50%;0,25;0,349;0,048;0,069;0,601;0,381;0,054
1100338;Nova Mamoré;5.890;15.962;62,70%;0,309;0,417;0,152;0,058;0,661;0,33;0,235
5108857;Nova Marilândia;733;1.761;49,90%;0,286;0,434;0,094;0,062;0,634;0,318;0,175
5108907;Nova Maringá;1.067;2.893;49,50%;0,301;0,447;0,141;0,075;0,671;0,305;0,166
3144904;Nova Módica;1.124;2.610;71,30%;0,263;0,317;0,049;0,072;0,637;0,379;0,125
5108956;Nova Monte Verde;1.894;4.636;55,80%;0,295;0,419;0,117;0,064;0,641;0,344;0,184
5106224;Nova Mutum;7.126;19.216;34,40%;0,259;0,5;0,128;0,043;0,523;0,169;0,19
5106174;Nova Nazaré;1.440;3.996;95,10%;0,402;0,405;0,143;0,074;0,741;0,481;0,567
3533403;Nova Odessa;4.985;12.059;19,40%;0,269;0,437;0,077;0,051;0,574;0,382;0,096
5106232;Nova Olímpia;3.602;7.903;48,30%;0,306;0,407;0,107;0,061;0,664;0,431;0,166
4117206;Nova Olímpia;1.003;2.506;43,00%;0,258;0,393;0,091;0,065;0,624;0,269;0,107
2309201;Nova Olinda;5.800;14.179;92,10%;0,268;0,33;0,066;0,027;0,63;0,427;0,128
1714880;Nova Olinda;2.940;7.349;70,90%;0,291;0,375;0,095;0,062;0,65;0,354;0,208
2510204;Nova Olinda;1.941;4.487;77,50%;0,308;0,292;0,056;0,037;0,755;0,484;0,222
2107357;Nova Olinda do Maranhão;4.861;12.761;89,20%;0,337;0,36;0,088;0,08;0,692;0,452;0,351
1303106;Nova Olinda do Norte;9.109;23.856;88,20%;0,328;0,403;0,127;0,104;0,619;0,456;0,259
4313086;Nova Pádua;-;-;-;-;-;-;-;-;-;-
4313102;Nova Palma;710;1.616;28,90%;0,301;0,31;0,059;0,042;0,624;0,314;0,456
2510303;Nova Palmeira;1.302;3.009;70,70%;0,282;0,265;0,045;0,067;0,693;0,421;0,203
4313201;Nova Petrópolis;812;2.134;9,20%;0,257;0,437;0,07;0,055;0,602;0,254;0,122
3145000;Nova Ponte;2.844;6.098;41,80%;0,28;0,427;0,111;0,071;0,655;0,345;0,073
3145059;Nova Porteirinha;2.611;5.521;82,30%;0,365;0,325;0,086;0,053;0,666;0,429;0,628
4313300;Nova Prata;2.495;5.832;22,70%;0,257;0,453;0,116;0,043;0,583;0,247;0,098
4117255;Nova Prata do Iguaçu;1.761;4.502;35,50%;0,267;0,418;0,1;0,024;0,629;0,262;0,169
4313334;Nova Ramada;176;451;20,90%;-;-;-;-;-;-;-
2922854;Nova Redenção;3.009;6.120;81,20%;0,292;0,264;0,059;0,072;0,711;0,488;0,16
3145109;Nova Resende;2.708;6.970;42,50%;0,271;0,378;0,114;0,033;0,676;0,284;0,14
5214903;Nova Roma;965;2.272;73,90%;0,282;0,318;0,095;0,061;0,623;0,407;0,19
4313359;Nova Roma do Sul;-;-;-;-;-;-;-;-;-;-
1715002;Nova Rosalândia;958;2.297;68,30%;0,253;0,341;0,064;0,083;0,584;0,299;0,147
2309300;Nova Russas;8.833;21.657;70,50%;0,264;0,321;0,052;0,017;0,666;0,39;0,137
4117214;Nova Santa Bárbara;1.139;2.748;65,70%;0,261;0,371;0,08;0,055;0,633;0,291;0,136
5106190;Nova Santa Helena;715;1.792;42,30%;0,287;0,448;0,103;0,083;0,663;0,24;0,182
4313375;Nova Santa Rita;6.940;14.651;50,50%;0,313;0,391;0,086;0,038;0,641;0,462;0,259
2207959;Nova Santa Rita;1.608;3.648;89,50%;0,337;0,26;0,069;0,096;0,697;0,452;0,446
4117222;Nova Santa Rosa;1.454;3.752;45,10%;0,254;0,438;0,097;0,028;0,579;0,237;0,145
3145208;Nova Serrana;13.051;34.291;32,50%;0,258;0,471;0,101;0,033;0,591;0,217;0,138
2922904;Nova Soure;8.513;18.485;76,30%;0,294;0,261;0,058;0,06;0,729;0,467;0,191
4117271;Nova Tebas;1.856;4.650;67,90%;0,248;0,36;0,074;0,072;0,624;0,199;0,157
1505007;Nova Timboteua;3.978;9.230;72,10%;0,289;0,295;0,058;0,069;0,672;0,457;0,18
4211504;Nova Trento;1.175;3.089;22,50%;0,275;0,467;0,1;0,058;0,584;0,286;0,151
5106240;Nova Ubiratã;1.582;4.234;36,70%;0,272;0,474;0,143;0,066;0,614;0,158;0,178
1101435;Nova União;1.795;4.520;72,90%;0,294;0,325;0,111;0,059;0,673;0,32;0,277
3136603;Nova União;1.479;3.472;58,80%;0,284;0,343;0,085;0,048;0,679;0,408;0,138
3203908;Nova Venécia;10.907;25.768;52,50%;0,279;0,385;0,089;0,034;0,635;0,377;0,153
5215009;Nova Veneza;2.466;6.249;65,90%;0,259;0,348;0,095;0,043;0,599;0,314;0,153
4211603;Nova Veneza;844;2.290;16,80%;0,262;0,446;0,083;0,046;0,584;0,261;0,154
2923001;Nova Viçosa;11.984;27.809;70,40%;0,303;0,367;0,08;0,066;0,656;0,373;0,277
5106257;Nova Xavantina;5.172;11.695;48,00%;0,27;0,394;0,096;0,052;0,619;0,328;0,129
3533254;Novais;889;2.296;52,00%;0,275;0,422;0,072;0,083;0,622;0,365;0,089
1715101;Novo Acordo;1.159;3.017;76,00%;0,304;0,406;0,137;0,07;0,663;0,419;0,126
1303205;Novo Airão;4.271;12.854;81,60%;0,291;0,413;0,13;0,067;0,623;0,356;0,159
1715150;Novo Alegre;604;1.301;70,50%;0,262;0,277;0,054;0,041;0,633;0,408;0,158
1303304;Novo Aripuanã;5.940;15.478;65,00%;0,306;0,394;0,108;0,036;0,612;0,452;0,232
4313490;Novo Barreiro;1.150;2.471;57,80%;0,272;0,302;0,058;0,071;0,633;0,375;0,194
5215207;Novo Brasil;1.021;2.177;61,70%;0,26;0,333;0,076;0,033;0,59;0,401;0,129
4313391;Novo Cabrais;638;1.493;41,80%;0,258;0,347;0,073;0,007;0,634;0,357;0,128
3145307;Novo Cruzeiro;6.375;17.430;64,60%;0,305;0,325;0,081;0,029;0,698;0,382;0,314
5215231;Novo Gama;20.262;51.654;49,80%;0,283;0,419;0,12;0,058;0,615;0,36;0,126
4313409;Novo Hamburgo;25.055;57.054;25,10%;0,28;0,432;0,09;0,048;0,634;0,358;0,12
3533502;Novo Horizonte;5.663;12.688;33,10%;0,241;0,393;0,083;0,038;0,606;0,231;0,097
2923035;Novo Horizonte;3.978;8.990;80,50%;0,308;0,261;0,057;0,063;0,615;0,43;0,425
4211652;Novo Horizonte;304;822;31,10%;0,28;0,409;0,11;0,056;0,617;0,209;0,277
5106273;Novo Horizonte do Norte;829;2.042;61,00%;0,256;0,405;0,081;0,043;0,634;0,274;0,099
1100502;Novo Horizonte do Oeste;1.903;4.820;62,90%;0,288;0,373;0,106;0,072;0,634;0,219;0,324
5006259;Novo Horizonte do Sul;738;1.788;37,90%;0,283;0,393;0,091;0,067;0,714;0,31;0,125
4117297;Novo Itacolomi;796;1.969;63,00%;0,258;0,374;0,068;0,069;0,595;0,279;0,162
1715259;Novo Jardim;770;1.981;88,80%;0,284;0,35;0,107;0,091;0,694;0,33;0,136
2705606;Novo Lino;3.696;7.883;78,70%;0,3;0,324;0,084;0,053;0,711;0,441;0,189
4313425;Novo Machado;400;925;28,90%;0,278;0,301;0,083;0,054;0,682;0,391;0,159
5106265;Novo Mundo;1.712;4.213;64,60%;0,302;0,399;0,113;0,054;0,623;0,269;0,353
2309409;Novo Oriente;9.884;21.051;76,40%;0,26;0,267;0,04;0,043;0,663;0,457;0,093
3145356;Novo Oriente de Minas;3.103;6.813;66,30%;0,299;0,297;0,075;0,051;0,727;0,467;0,175
2206902;Novo Oriente do Piauí;1.849;4.309;70,70%;0,266;0,263;0,059;0,038;0,674;0,439;0,121
5215256;Novo Planalto;1.210;2.775;74,70%;0,277;0,349;0,101;0,014;0,657;0,35;0,188
1505031;Novo Progresso;8.326;20.181;60,00%;0,312;0,457;0,116;0,07;0,657;0,361;0,213
1505064;Novo Repartimento;19.681;47.094;77,50%;0,323;0,348;0,106;0,073;0,678;0,446;0,29
2206951;Novo Santo Antônio;1.127;2.752;97,30%;0,304;0,243;0,046;0,079;0,73;0,475;0,254
5106315;Novo Santo Antônio;699;1.627;80,70%;0,293;0,34;0,075;0,025;0,626;0,444;0,249
5106281;Novo São Joaquim;1.510;3.382;48,90%;0,275;0,407;0,106;0,016;0,666;0,347;0,109
4313441;Novo Tiradentes;489;1.172;54,60%;0,29;0,35;0,06;0,071;0,641;0,295;0,324
2923050;Novo Triunfo;2.844;6.282;58,90%;0,291;0,283;0,053;0,071;0,732;0,468;0,138
4313466;Novo Xingu;271;673;40,90%;-;-;-;-;-;-;-
3145372;Novorizonte;1.490;3.658;80,00%;0,266;0,314;0,064;0,047;0,653;0,386;0,134
3533601;Nuporanga;801;2.049;27,70%;0,302;0,44;0,065;0,095;0,665;0,456;0,088
1505106;Óbidos;16.555;43.919;84,10%;0,323;0,346;0,102;0,073;0,664;0,481;0,271
2309458;Ocara;7.918;19.295;78,80%;0,27;0,3;0,054;0,026;0,673;0,427;0,139
3533700;Ocauçu;823;2.102;48,50%;0,265;0,384;0,083;0,066;0,619;0,357;0,078
2207009;Oeiras;15.085;29.379;77,00%;0,255;0,253;0,044;0,032;0,618;0,442;0,139
1505205;Oeiras do Pará;11.510;31.589;93,30%;0,365;0,322;0,103;0,12;0,749;0,54;0,358
1600501;Oiapoque;11.380;24.430;88,90%;0,303;0,312;0,087;0,038;0,628;0,419;0,332
3145406;Olaria;523;1.136;58,40%;0,27;0,323;0,073;0,05;0,672;0,417;0,082
3533809;Óleo;512;1.200;47,80%;0,277;0,366;0,08;0,05;0,664;0,401;0,104
2510402;Olho d'Água;1.977;4.841;79,90%;0,302;0,265;0,074;0,05;0,766;0,491;0,164
2107407;Olho d'Água das Cunhãs;5.965;13.265;74,00%;0,32;0,292;0,079;0,059;0,736;0,485;0,27
2705705;Olho d'Água das Flores;6.264;14.440;69,80%;0,358;0,331;0,072;0,056;0,765;0,421;0,505
2408409;Olho d'Água do Borges;1.476;3.034;77,70%;0,278;0,24;0,036;0,049;0,736;0,396;0,209
2705804;Olho d'Água do Casado;3.249;7.458;89,30%;0,376;0,39;0,093;0,035;0,745;0,488;0,505
2207108;Olho D'Água do Piauí;999;2.365;89,70%;0,266;0,304;0,055;0,015;0,668;0,406;0,148
2705903;Olho d'Água Grande;1.526;4.014;92,70%;0,344;0,308;0,087;0,085;0,776;0,498;0,31
3145455;Olhos-d'Água;1.892;4.443;82,50%;0,361;0,319;0,076;0,013;0,676;0,457;0,622
3533908;Olímpia;9.609;20.783;37,70%;0,272;0,385;0,062;0,058;0,611;0,405;0,112
3145505;Olímpio Noronha;816;1.918;75,10%;0,258;0,331;0,093;0,079;0,652;0,353;0,037
2609600;Olinda;104.791;204.634;58,50%;0,27;0,318;0,077;0,031;0,617;0,428;0,146
2107456;Olinda Nova do Maranhão;4.591;11.118;81,90%;0,293;0,296;0,056;0,039;0,641;0,469;0,256
2923100;Olindina;8.124;17.276;76,30%;0,274;0,258;0,054;0,034;0,726;0,445;0,127
2510501;Olivedos;1.176;3.020;84,40%;0,277;0,279;0,063;0,081;0,681;0,373;0,186
3145604;Oliveira;6.389;15.236;38,80%;0,257;0,368;0,07;0,029;0,629;0,354;0,093
1715507;Oliveira de Fátima;381;994;85,40%;0,244;0,372;0,104;0,015;0,556;0,284;0,133
2923209;Oliveira dos Brejinhos;7.200;16.167;78,00%;0,284;0,3;0,063;0,019;0,676;0,456;0,189
3145703;Oliveira Fortes;394;1.009;49,80%;0,296;0,349;0,065;0,093;0,67;0,357;0,239
2706000;Olivença;3.416;8.844;81,80%;0,324;0,339;0,071;0,042;0,734;0,5;0,259
3145802;Onça de Pitangui;637;1.503;50,60%;0,273;0,391;0,095;0,049;0,643;0,309;0,151
3534005;Onda Verde;700;1.735;36,40%;0,264;0,413;0,084;0,039;0,596;0,354;0,099
3145851;Oratórios;932;2.288;46,50%;0,278;0,358;0,08;0,046;0,66;0,362;0,16
3534104;Oriente;714;1.598;26,30%;0,282;0,399;0,069;0,023;0,629;0,417;0,154
3534203;Orindiúva;699;1.685;28,00%;0,262;0,391;0,067;0,053;0,559;0,415;0,088
1505304;Oriximiná;18.725;52.740;77,20%;0,307;0,397;0,112;0,038;0,638;0,43;0,225
3145877;Orizânia;2.707;6.718;79,60%;0,282;0,32;0,111;0,026;0,669;0,403;0,165
5215306;Orizona;2.808;6.733;41,10%;0,276;0,403;0,107;0,043;0,616;0,318;0,17
3534302;Orlândia;2.966;7.312;19,10%;0,281;0,447;0,071;0,09;0,62;0,364;0,097
4211702;Orleans;1.495;3.813;16,10%;0,288;0,411;0,1;0,091;0,67;0,353;0,106
2609709;Orobó;6.603;15.010;68,80%;0,325;0,283;0,061;0,045;0,733;0,442;0,383
2609808;Orocó;6.258;13.800;101,40%;0,301;0,308;0,086;0,045;0,672;0,498;0,197
2309508;Orós;7.556;15.976;81,20%;0,264;0,234;0,044;0,079;0,659;0,452;0,114
4117305;Ortigueira;6.990;17.304;71,50%;0,276;0,378;0,1;0,039;0,647;0,275;0,217
3534401;Osasco;105.348;251.377;34,50%;0,267;0,39;0,059;0,059;0,565;0,422;0,106
3534500;Oscar Bressane;452;1.076;43,60%;0,238;0,363;0,043;0,072;0,579;0,268;0,104
4313508;Osório;6.685;15.165;32,00%;0,302;0,418;0,09;0,059;0,641;0,441;0,16
3534609;Osvaldo Cruz;3.748;9.502;30,40%;0,227;0,386;0,069;0,063;0,558;0,217;0,068
4211751;Otacílio Costa;1.416;3.653;21,10%;0,281;0,457;0,095;0,086;0,639;0,278;0,129
1505403;Ourém;6.392;14.541;81,40%;0,285;0,302;0,059;0,095;0,699;0,448;0,107
2923308;Ouriçangas;2.865;5.491;71,20%;0,265;0,279;0,048;0,053;0,628;0,453;0,127
2609907;Ouricuri;19.507;48.810;74,80%;0,297;0,328;0,088;0,073;0,679;0,421;0,19
1505437;Ourilândia do Norte;8.392;22.852;70,40%;0,305;0,378;0,109;0,106;0,709;0,376;0,151
3534708;Ourinhos;12.449;28.927;27,80%;0,271;0,419;0,081;0,054;0,604;0,37;0,098
4117404;Ourizona;493;1.183;37,10%;0,24;0,416;0,066;0,092;0,602;0,198;0,065
4211801;Ouro;450;1.126;16,00%;0,269;0,407;0,07;0,094;0,6;0,307;0,135
3145901;Ouro Branco;5.157;12.084;31,20%;0,256;0,383;0,079;0,068;0,598;0,311;0,096
2706109;Ouro Branco;3.938;9.758;85,30%;0,332;0,314;0,072;0,048;0,668;0,442;0,451
2408508;Ouro Branco;1.615;3.900;79,40%;0,261;0,295;0,051;0,052;0,648;0,403;0,119
3146008;Ouro Fino;3.450;7.965;24,80%;0,271;0,438;0,091;0,049;0,639;0,296;0,113
3146107;Ouro Preto;11.707;27.942;37,30%;0,267;0,348;0,072;0,054;0,601;0,32;0,205
1100155;Ouro Preto do Oeste;7.163;17.032;48,60%;0,28;0,392;0,1;0,056;0,659;0,297;0,176
2510600;Ouro Velho;1.303;2.792;95,70%;0,344;0,275;0,053;0,066;0,674;0,391;0,607
3534807;Ouro Verde;1.885;4.123;53,00%;0,279;0,323;0,078;0,061;0,685;0,461;0,069
4211850;Ouro Verde;391;967;44,30%;0,292;0,396;0,103;0,059;0,637;0,329;0,228
5215405;Ouro Verde de Goiás;833;2.145;52,90%;0,278;0,351;0,089;0,074;0,644;0,352;0,162
3146206;Ouro Verde de Minas;2.635;5.484;95,30%;0,296;0,294;0,082;0,035;0,718;0,49;0,159
4117453;Ouro Verde do Oeste;1.054;2.707;39,90%;0,271;0,435;0,084;0,078;0,61;0,271;0,147
3534757;Ouroeste;1.365;3.192;31,00%;0,242;0,356;0,049;0,029;0,608;0,308;0,1
2923357;Ourolândia;6.193;14.263;74,10%;0,341;0,313;0,078;0,065;0,715;0,454;0,423
5215504;Ouvidor;2.313;5.581;77,50%;0,243;0,389;0,077;0,034;0,578;0,23;0,149
3534906;Pacaembu;1.311;2.876;19,30%;0,282;0,386;0,068;0,049;0,67;0,435;0,081
1505486;Pacajá;13.762;35.061;85,30%;0,344;0,337;0,087;0,063;0,733;0,496;0,346
2309607;Pacajus;15.120;38.221;53,80%;0,275;0,368;0,061;0,052;0,655;0,351;0,165
1400456;Pacaraima;7.825;22.293;115,50%;0,353;0,393;0,15;0,075;0,585;0,474;0,444
2309706;Pacatuba;19.862;47.403;58,10%;0,267;0,384;0,075;0,03;0,617;0,381;0,113
2804904;Pacatuba;4.232;10.644;85,10%;0,289;0,319;0,078;0,058;0,665;0,398;0,215
2107506;Paço do Lumiar;31.709;80.736;55,40%;0,266;0,36;0,085;0,041;0,577;0,38;0,151
2309805;Pacoti;4.067;9.071;81,10%;0,271;0,307;0,054;0,015;0,649;0,45;0,152
2309904;Pacujá;2.072;5.045;81,70%;0,258;0,309;0,051;0,018;0,645;0,396;0,13
5215603;Padre Bernardo;7.658;17.845;51,00%;0,277;0,407;0,111;0,054;0,645;0,332;0,114
3146255;Padre Carvalho;1.772;3.861;76,30%;0,315;0,329;0,104;0,046;0,695;0,46;0,253
2207207;Padre Marcos;2.489;5.029;78,80%;0,298;0,257;0,041;0,02;0,745;0,482;0,241
3146305;Padre Paraíso;4.926;11.981;69,10%;0,291;0,323;0,066;0,053;0,69;0,419;0,197
2207306;Paes Landim;1.665;3.808;93,20%;0,324;0,28;0,056;0,037;0,642;0,472;0,455
3146552;Pai Pedro;1.721;4.204;75,70%;0,265;0,295;0,061;0,018;0,629;0,332;0,254
4211876;Paial;242;686;35,60%;-;-;-;-;-;-;-
4117503;Paiçandu;8.441;20.483;44,60%;0,271;0,47;0,103;0,051;0,596;0,294;0,11
4313607;Paim Filho;693;1.627;44,80%;0,246;0,352;0,079;0,052;0,634;0,266;0,092
3146404;Paineiras;1.031;1.988;47,10%;0,29;0,284;0,065;0,059;0,699;0,495;0,138
4211892;Painel;535;1.426;64,40%;0,271;0,373;0,076;0,08;0,645;0,254;0,198
